area_type,availability,location,total_sqft,bath,balcony,price,bhk,price_per_sqft
Super built-up  Area,Ready To Move,Seegehalli,1553.0,3.0,3.0,68.0,3.0,4378.62202189311
Super built-up  Area,Ready To Move,Electronic City Phase II,920.0,2.0,2.0,26.0,2.0,2826.086956521739
Super built-up  Area,Ready To Move,Jeevan bima nagar,1740.0,3.0,3.0,120.0,3.0,6896.551724137931
Super built-up  Area,Ready To Move,OMBR Layout,1855.0,3.0,2.0,145.0,3.0,7816.711590296496
Super built-up  Area,18-Mar,Kundalahalli,1724.0,3.0,1.0,146.0,3.0,8468.677494199535
Super built-up  Area,Ready To Move,B Narayanapura,1020.0,2.0,2.0,60.0,2.0,5882.35294117647
Plot  Area,Ready To Move,Banaswadi,1000.0,4.0,2.0,150.0,6.0,15000.0
Super built-up  Area,Ready To Move,Uttarahalli,1250.0,2.0,1.0,50.0,3.0,4000.0
Super built-up  Area,Ready To Move,Sanjay nagar,1450.0,3.0,2.0,75.0,3.0,5172.413793103448
Super built-up  Area,Ready To Move,Thubarahalli,1200.0,2.0,2.0,80.0,2.0,6666.666666666667
Built-up  Area,Ready To Move,Haralur Road,1140.0,2.0,2.0,58.0,2.0,5087.7192982456145
Plot  Area,Ready To Move,Hoskote,900.0,5.0,2.0,110.0,5.0,12222.222222222223
Super built-up  Area,Ready To Move,Basava Nagar,550.0,1.0,1.0,16.0,1.0,2909.090909090909
Super built-up  Area,17-Oct,Bannerghatta Road,1450.0,3.0,1.0,44.0,3.0,3034.4827586206898
Super built-up  Area,21-Dec,Kanakpura Road,700.0,2.0,1.0,35.07,2.0,5010.0
Plot  Area,18-Jul,Whitefield,1200.0,3.0,1.0,56.0,3.0,4666.666666666667
Super built-up  Area,Ready To Move,Yelahanka,1050.0,2.0,1.0,45.0,2.0,4285.714285714285
Super built-up  Area,Ready To Move,Somasundara Palya,1600.0,3.0,3.0,69.0,3.0,4312.5
Super built-up  Area,Ready To Move,Bannerghatta Road,1625.0,2.0,3.0,75.0,3.0,4615.384615384615
Super built-up  Area,Ready To Move,Volagerekallahalli,1492.0,2.0,2.0,65.0,2.0,4356.56836461126
Super built-up  Area,18-Dec,Whitefield,2856.0,5.0,0.0,157.5,4.0,5514.705882352941
Super built-up  Area,Ready To Move,Sarjapur  Road,1489.0,2.0,3.0,82.0,3.0,5507.051712558764
Super built-up  Area,Ready To Move,Kanakapura,1560.0,2.0,2.0,62.38,3.0,3998.7179487179487
Super built-up  Area,Ready To Move,Haralur Road,1140.0,2.0,2.0,42.0,2.0,3684.2105263157896
Super built-up  Area,Ready To Move,Lavakusha Nagar,1431.0,3.0,2.0,65.0,3.0,4542.278127183788
Super built-up  Area,Ready To Move,Lingadheeranahalli,1682.0,3.0,1.0,114.0,3.0,6777.645659928657
Super built-up  Area,18-Feb,Panathur,1198.0,2.0,1.0,86.26,2.0,7200.33388981636
Plot  Area,18-May,Outer Ring Road East,3664.0,3.0,2.0,325.0,3.0,8870.087336244542
Super built-up  Area,Ready To Move,Sarjapur  Road,1550.0,2.0,2.0,69.75,3.0,4500.0
Super built-up  Area,Ready To Move,Kodichikkanahalli,1026.0,2.0,1.0,45.0,2.0,4385.964912280701
Built-up  Area,Ready To Move,Hennur,1260.0,2.0,2.0,52.0,3.0,4126.984126984127
Plot  Area,Ready To Move,Singanayakanahalli,690.0,2.0,0.0,42.0,2.0,6086.95652173913
Super built-up  Area,Ready To Move,Sarjapur  Road,539.0,1.0,1.0,45.0,1.0,8348.794063079777
Built-up  Area,Ready To Move,Sarakki Nagar,1200.0,4.0,1.0,85.0,4.0,7083.333333333333
Built-up  Area,Ready To Move,Attibele,2400.0,3.0,3.0,120.0,3.0,5000.0
Super built-up  Area,Ready To Move,Thubarahalli,1200.0,2.0,2.0,79.55,2.0,6629.166666666667
Plot  Area,Ready To Move,Kundalahalli,2500.0,5.0,2.0,350.0,4.0,14000.0
Super built-up  Area,Ready To Move,Sarjapur  Road,1186.0,2.0,2.0,40.0,3.0,3372.681281618887
Super built-up  Area,Ready To Move,Thanisandra,1039.0,2.0,2.0,39.5,2.0,3801.732435033686
Plot  Area,Ready To Move,Mahalakshmi Puram,1500.0,5.0,3.0,233.0,4.0,15533.333333333334
Plot  Area,Ready To Move,Gottigere,1500.0,4.0,1.0,100.0,5.0,6666.666666666667
Super built-up  Area,Ready To Move,Malleshwaram,2520.0,3.0,2.0,150.0,3.0,5952.380952380952
Built-up  Area,Ready To Move,Brookefield,1225.0,2.0,2.0,66.5,2.0,5428.571428571428
Built-up  Area,Ready To Move,Bommanahalli,1350.0,2.0,2.0,72.0,2.0,5333.333333333333
Built-up  Area,Ready To Move,Whitefield,1550.0,2.0,2.0,49.6,3.0,3200.0
Super built-up  Area,Ready To Move,Hoodi,1490.0,3.0,2.0,79.0,3.0,5302.013422818792
Super built-up  Area,Ready To Move,Brindavan Nagar,1520.0,3.0,2.0,111.0,3.0,7302.631578947368
Plot  Area,Ready To Move,Whitefield,4100.0,4.0,2.0,550.0,4.0,13414.634146341463
Built-up  Area,Ready To Move,Dena Bank Colony,1391.0,2.0,3.0,64.5,3.0,4636.951833213516
Super built-up  Area,Ready To Move,Rachenahalli,1200.0,2.0,2.0,50.0,2.0,4166.666666666667
Plot  Area,Ready To Move,Kadabagere,1200.0,4.0,2.0,86.0,4.0,7166.666666666667
Plot  Area,Ready To Move,1st Block HBR Layout,2500.0,6.0,3.0,500.0,5.0,20000.0
Super built-up  Area,Ready To Move,Yelahanka,1322.0,2.0,2.0,80.0,2.0,6051.437216338881
Super built-up  Area,19-Dec,Whitefield,2173.0,3.0,2.0,128.0,3.0,5890.473999079613
Super built-up  Area,Ready To Move,Sarjapur  Road,1200.0,2.0,2.0,75.0,2.0,6250.0
Super built-up  Area,Ready To Move,Thubarahalli,1200.0,2.0,2.0,47.0,2.0,3916.6666666666665
Super built-up  Area,Ready To Move,Mysore Road,1170.0,2.0,2.0,65.0,2.0,5555.555555555556
Super built-up  Area,17-Dec,NRI Layout,1125.0,2.0,2.0,45.56,2.0,4049.777777777778
Super built-up  Area,18-May,Devanahalli,698.5,1.0,0.0,28.57,1.0,4090.1932712956336
Super built-up  Area,Ready To Move,Seetharampalya,1250.0,2.0,2.0,90.0,2.0,7200.0
Super built-up  Area,19-Dec,Chandapura,1025.0,2.0,2.0,27.68,2.0,2700.487804878049
Super built-up  Area,Ready To Move,Yelahanka,1075.0,2.0,2.0,36.0,3.0,3348.8372093023254
Super built-up  Area,Ready To Move,High grounds,1900.0,2.0,2.0,190.0,3.0,10000.0
Built-up  Area,Ready To Move,Whitefield,1435.0,3.0,2.0,45.0,3.0,3135.8885017421603
Super built-up  Area,18-Dec,Electronics City Phase 1,1175.0,2.0,2.0,64.98,2.0,5530.212765957447
Super built-up  Area,Ready To Move,KUDLU MAIN ROAD,1464.0,3.0,2.0,56.0,3.0,3825.136612021858
Built-up  Area,Ready To Move,Doddabidrakallu,900.0,2.0,1.0,33.0,2.0,3666.6666666666665
Super built-up  Area,Ready To Move,Electronics City Phase 1,585.0,1.0,1.0,21.0,1.0,3589.74358974359
Plot  Area,Ready To Move,Jigani,3170.0,5.0,2.0,230.0,4.0,7255.520504731861
Super built-up  Area,18-May,Shanti Nagar,1602.0,2.0,1.0,170.0,3.0,10611.735330836455
Super built-up  Area,Ready To Move,Thanisandra,1220.0,2.0,2.0,42.0,2.0,3442.622950819672
Super built-up  Area,Ready To Move,Rajaji Nagar,2500.0,3.0,3.0,350.0,3.0,14000.0
Super built-up  Area,Ready To Move,Sarjapur  Road,2145.0,3.0,3.0,180.0,3.0,8391.608391608392
Super built-up  Area,Ready To Move,Bannerghatta Road,960.0,2.0,3.0,58.0,2.0,6041.666666666667
Super built-up  Area,Ready To Move,NGR Layout,907.0,1.0,1.0,38.0,1.0,4189.636163175303
Super built-up  Area,Ready To Move,Old Madras Road,1210.0,2.0,1.0,74.0,2.0,6115.702479338843
Plot  Area,Ready To Move,Kammanahalli,900.0,4.0,1.0,150.0,4.0,16666.666666666668
Super built-up  Area,Ready To Move,Jnana Ganga Nagar,1230.0,2.0,2.0,70.0,2.0,5691.056910569106
Super built-up  Area,Ready To Move,5th Phase JP Nagar,1350.0,2.0,1.0,75.0,3.0,5555.555555555556
Super built-up  Area,Ready To Move,Kenchenahalli,1150.0,2.0,2.0,58.0,2.0,5043.478260869565
Super built-up  Area,19-Apr,Sarjapur,1404.0,2.0,0.0,53.35,3.0,3799.8575498575497
Super built-up  Area,Ready To Move,OMBR Layout,1050.0,2.0,3.0,48.0,2.0,4571.428571428572
Plot  Area,Ready To Move,Kothanur,1020.0,10.0,0.0,155.0,8.0,15196.078431372549
Super built-up  Area,Ready To Move,Yelahanka,1285.0,2.0,2.0,56.0,2.0,4357.976653696498
Super built-up  Area,Ready To Move,Hormavu,1018.0,2.0,1.0,50.8,2.0,4990.176817288801
Plot  Area,Ready To Move,Hoskote,1200.0,3.0,2.0,57.0,3.0,4750.0
Super built-up  Area,Ready To Move,Sarjapur  Road,1115.0,2.0,2.0,50.0,2.0,4484.304932735426
Super built-up  Area,Ready To Move,Ejipura,1600.0,3.0,3.0,95.0,3.0,5937.5
Super built-up  Area,21-Sep,9th Phase JP Nagar,1480.0,2.0,1.0,80.0,2.0,5405.405405405405
Built-up  Area,Ready To Move,Kodichikkanahalli,2500.0,7.0,0.0,125.0,5.0,5000.0
Built-up  Area,Ready To Move,Kaval Byrasandra,480.0,1.0,1.0,25.0,1.0,5208.333333333333
Super built-up  Area,Ready To Move,Akshaya Nagar,1435.0,3.0,3.0,53.0,3.0,3693.3797909407667
Built-up  Area,Ready To Move,Lingarajapuram,450.0,1.0,2.0,60.0,1.0,13333.333333333334
Super built-up  Area,Ready To Move,Austin Town,600.0,2.0,0.0,23.0,1.0,3833.3333333333335
Super built-up  Area,Ready To Move,CV Raman Nagar,1590.0,2.0,3.0,85.0,3.0,5345.911949685535
Built-up  Area,Ready To Move,Nagavara,936.0,2.0,0.0,40.2,2.0,4294.871794871795
Super built-up  Area,Ready To Move,Banashankari,1181.0,2.0,1.0,75.0,2.0,6350.550381033023
Super built-up  Area,18-Apr,Kengeri,1741.0,3.0,2.0,80.0,3.0,4595.060310166571
Super built-up  Area,19-Dec,JP Nagar,1750.0,3.0,1.0,123.0,3.0,7028.571428571428
Super built-up  Area,Ready To Move,Varthur Road,1050.0,2.0,2.0,42.7,2.0,4066.6666666666665
Super built-up  Area,17-Dec,Tumkur Road,1027.0,2.0,1.0,60.0,2.0,5842.259006815969
Built-up  Area,Ready To Move,Geleyara Balaga Layout,596.0,2.0,1.0,22.0,2.0,3691.2751677852348
Built-up  Area,Ready To Move,Dollar Scheme Colony,3463.0,6.0,0.0,310.0,4.0,8951.775916835115
Built-up  Area,Ready To Move,Sector 2 HSR Layout,1600.0,3.0,2.0,70.0,3.0,4375.0
Super built-up  Area,19-Mar,Hebbal,2790.0,5.0,3.0,198.0,4.0,7096.774193548387
Super built-up  Area,Ready To Move,Sahakara Nagar,1000.0,2.0,1.0,60.0,2.0,6000.0
Super built-up  Area,18-Apr,Varthur,1120.0,2.0,2.0,44.24,2.0,3950.0
Plot  Area,Ready To Move,Jinkethimmanahalli,1200.0,2.0,0.0,85.0,2.0,7083.333333333333
Super built-up  Area,18-Jun,Kothnoor Dinne,1200.0,2.0,2.0,35.0,2.0,2916.6666666666665
Super built-up  Area,Ready To Move,Kasturi Nagar,1570.0,3.0,2.0,110.0,3.0,7006.369426751592
Super built-up  Area,Ready To Move,Koramangala,1500.0,3.0,1.0,135.0,3.0,9000.0
Built-up  Area,Ready To Move,Frazer Town,1315.0,2.0,2.0,140.0,2.0,10646.38783269962
Super built-up  Area,18-Apr,Electronic City Phase II,1140.0,2.0,1.0,33.84,2.0,2968.421052631579
Super built-up  Area,Ready To Move,Banashankari,1105.0,2.0,2.0,90.0,2.0,8144.796380090498
Built-up  Area,18-Dec,Electronic City,1200.0,2.0,1.0,34.65,2.0,2887.5
Super built-up  Area,18-Dec,Whitefield,905.0,1.0,1.0,62.0,1.0,6850.828729281768
Plot  Area,Ready To Move,HSR Layout,2400.0,4.0,0.0,350.0,4.0,14583.333333333334
Super built-up  Area,Ready To Move,Kudlu Gate,1185.0,2.0,1.0,50.0,2.0,4219.4092827004215
Super built-up  Area,Ready To Move,Koramangala,1083.0,2.0,1.0,100.0,2.0,9233.610341643584
Super built-up  Area,Ready To Move,Rayasandra,1458.0,3.0,2.0,60.0,3.0,4115.22633744856
Super built-up  Area,Ready To Move,Hormavu,1555.0,3.0,2.0,75.0,3.0,4823.15112540193
Built-up  Area,Ready To Move,Devi Nagar,1200.0,2.0,2.0,45.0,2.0,3750.0
Super built-up  Area,Ready To Move,Sarjapur  Road,1308.0,2.0,1.0,58.86,2.0,4500.0
Super built-up  Area,Ready To Move,Kudlu,1024.0,2.0,2.0,44.0,2.0,4296.875
Super built-up  Area,Ready To Move,Parappana Agrahara,1194.0,2.0,2.0,47.0,2.0,3936.348408710218
Super built-up  Area,Ready To Move,Kanakapura,1450.0,3.0,1.0,75.0,3.0,5172.413793103448
Super built-up  Area,Ready To Move,Seegehalli,1639.0,3.0,3.0,120.0,3.0,7321.537522879805
Super built-up  Area,19-Jun,Whitefield,1870.0,3.0,2.0,138.0,3.0,7379.679144385027
Super built-up  Area,18-Oct,Hennur Road,1232.0,2.0,1.0,87.0,2.0,7061.688311688312
Super built-up  Area,Ready To Move,Kasavanhalli,1719.0,3.0,1.0,184.0,3.0,10703.89761489238
Super built-up  Area,Ready To Move,New Gurappana Palya,2000.0,4.0,2.0,130.0,3.0,6500.0
Super built-up  Area,Ready To Move,Jakkur,1230.0,2.0,1.0,79.0,2.0,6422.764227642277
Plot  Area,Ready To Move,Guddadahalli,1350.0,4.0,2.0,140.0,4.0,10370.37037037037
Super built-up  Area,Ready To Move,KR Puram,1076.0,2.0,2.0,67.0,2.0,6226.7657992565055
Built-up  Area,Ready To Move,Kumaraswami Layout,2400.0,7.0,1.0,125.0,7.0,5208.333333333333
Super built-up  Area,Ready To Move,Vasanthpura,995.0,2.0,2.0,34.82,3.0,3499.497487437186
Super built-up  Area,Ready To Move,Kodigehaali,2120.0,3.0,2.0,177.0,3.0,8349.056603773584
Plot  Area,Ready To Move,Kasthuri Nagar East Of NGEF,2400.0,7.0,2.0,460.0,6.0,19166.666666666668
Plot  Area,Ready To Move,Chikka Gowdanapalya.,850.0,6.0,2.0,78.0,6.0,9176.470588235294
Super built-up  Area,Ready To Move,Electronic City,1096.0,2.0,2.0,40.55,2.0,3699.8175182481746
Super built-up  Area,Ready To Move,Horamavu Agara,1107.83,2.0,1.0,41.51,2.0,3746.964787016059
Built-up  Area,Ready To Move,Chamrajpet,505.0,1.0,0.0,85.0,1.0,16831.68316831683
Super built-up  Area,Ready To Move,Sarjapur  Road,1320.0,2.0,2.0,115.0,2.0,8712.121212121212
Super built-up  Area,19-Mar,8th Phase JP Nagar,1431.5,3.0,0.0,72.02,3.0,5031.086273140063
Super built-up  Area,18-Feb,Whitefield,1320.0,2.0,1.0,99.26,2.0,7519.69696969697
Super built-up  Area,Ready To Move,Whitefield,2901.0,4.0,2.0,190.0,3.0,6549.465701482248
Built-up  Area,Ready To Move,GM Palaya,1315.0,2.0,2.0,65.0,3.0,4942.9657794676805
Super built-up  Area,Ready To Move,VGP Layout,1000.0,2.0,1.0,44.0,2.0,4400.0
Super built-up  Area,Ready To Move,Hosakerehalli,1596.0,3.0,3.0,79.8,3.0,5000.0
Super built-up  Area,Ready To Move,Bannerghatta Road,1750.0,3.0,2.0,130.0,3.0,7428.571428571428
Plot  Area,Ready To Move,Whitefield,2403.0,4.0,2.0,270.0,4.0,11235.955056179775
Super built-up  Area,20-Dec,Old Madras Road,1350.0,3.0,2.0,47.25,3.0,3500.0
Super built-up  Area,Ready To Move,Old Madras Road,4062.5,2.0,2.0,341.0,4.0,8393.846153846154
Super built-up  Area,18-Jul,"TR Mill Road, Chamarajpet",1175.0,2.0,2.0,79.0,2.0,6723.404255319149
Super built-up  Area,Ready To Move,Talaghattapura,921.0,2.0,1.0,29.47,2.0,3199.782844733985
Super built-up  Area,Ready To Move,Sultan Palaya,1713.0,3.0,3.0,125.0,3.0,7297.139521307648
Built-up  Area,Ready To Move,Ittamadu,1200.0,2.0,0.0,43.0,2.0,3583.3333333333335
Built-up  Area,Ready To Move,8th Phase JP Nagar,1900.0,4.0,1.0,90.0,3.0,4736.8421052631575
Super built-up  Area,Ready To Move,Kudlu Gate,1664.0,3.0,2.0,68.0,3.0,4086.5384615384614
Super built-up  Area,19-Dec,Binny Pete,1795.0,3.0,2.0,139.0,3.0,7743.732590529248
Built-up  Area,Ready To Move,Kereguddadahalli,600.0,1.0,1.0,19.5,1.0,3250.0
Built-up  Area,Ready To Move,Hoodi,1240.0,2.0,3.0,65.0,2.0,5241.935483870968
Super built-up  Area,Ready To Move,Hegde Nagar,1965.0,4.0,2.0,132.0,3.0,6717.557251908397
Plot  Area,Ready To Move,Vishveshwarya Layout,600.0,4.0,0.0,99.0,3.0,16500.0
Plot  Area,Ready To Move,Sarjapur,4111.0,4.0,1.0,370.0,4.0,9000.243249817562
Super built-up  Area,19-Dec,Electronics City Phase 1,1200.0,2.0,2.0,59.76,2.0,4980.0
Super built-up  Area,Ready To Move,Ganga Nagar,1112.0,2.0,3.0,68.0,2.0,6115.107913669065
Super built-up  Area,Ready To Move,Mahadevpura,1136.0,2.0,3.0,64.5,2.0,5677.816901408451
Super built-up  Area,Ready To Move,Jigani,914.0,2.0,2.0,55.0,2.0,6017.505470459519
Super built-up  Area,Ready To Move,Poorna Pragna Layout,1270.0,2.0,1.0,50.79,3.0,3999.212598425197
Super built-up  Area,Ready To Move,Rachenahalli,1050.0,2.0,2.0,47.25,2.0,4500.0
Super built-up  Area,Ready To Move,Marathahalli,1385.0,2.0,2.0,68.5,3.0,4945.848375451264
Super built-up  Area,Ready To Move,Medahalli,990.0,2.0,3.0,35.0,2.0,3535.3535353535353
Built-up  Area,Ready To Move,Yelahanka,845.0,2.0,2.0,43.0,2.0,5088.757396449704
Super built-up  Area,20-Sep,Whitefield,1485.0,2.0,1.0,96.51,2.0,6498.989898989899
Super built-up  Area,Ready To Move,Kanakapura,1460.0,2.0,3.0,43.79,3.0,2999.3150684931506
Super built-up  Area,Ready To Move,Thanisandra,1450.0,2.0,1.0,57.0,2.0,3931.0344827586205
Built-up  Area,Ready To Move,HSR Layout,1360.0,2.0,1.0,53.0,3.0,3897.0588235294117
Built-up  Area,Ready To Move,Singasandra,1375.0,2.0,3.0,58.0,2.0,4218.181818181818
Super built-up  Area,Ready To Move,Uttarahalli,1125.0,2.0,1.0,48.0,2.0,4266.666666666667
Super built-up  Area,Ready To Move,Banashankari,720.0,1.0,1.0,60.0,1.0,8333.333333333334
Super built-up  Area,Ready To Move,7th Phase JP Nagar,1460.0,2.0,2.0,100.0,3.0,6849.315068493151
Built-up  Area,Ready To Move,Green View Layout,1107.0,2.0,2.0,40.0,2.0,3613.369467028004
Built-up  Area,Ready To Move,Maruthi Nagar,1158.0,2.0,3.0,75.0,2.0,6476.683937823835
Super built-up  Area,Ready To Move,Yelachenahalli,800.0,1.0,1.0,30.0,2.0,3750.0
Plot  Area,Ready To Move,Sector 2 HSR Layout,600.0,9.0,2.0,90.0,9.0,15000.0
Super built-up  Area,Ready To Move,Bhoganhalli,1760.0,3.0,2.0,128.0,3.0,7272.727272727273
Plot  Area,Ready To Move,Nandi Hills,3200.0,4.0,2.0,200.0,4.0,6250.0
Built-up  Area,Ready To Move,TC Palaya,1350.0,3.0,1.0,60.0,3.0,4444.444444444444
Plot  Area,Ready To Move,Giri Nagar,600.0,6.0,3.0,100.0,6.0,16666.666666666668
Built-up  Area,18-Dec,Huskur,1125.0,2.0,1.0,32.49,2.0,2888.0
Super built-up  Area,Ready To Move,Frazer Town,1706.0,3.0,3.0,154.0,3.0,9026.963657678782
Super built-up  Area,Ready To Move,BTM Layout,1600.0,3.0,2.0,112.0,3.0,7000.0
Super built-up  Area,Ready To Move,Ramesh Nagar,1200.0,2.0,0.0,90.0,2.0,7500.0
Super built-up  Area,Ready To Move,Whitefield,1755.0,3.0,3.0,101.0,3.0,5754.985754985755
Super built-up  Area,Ready To Move,Hulimavu,1200.0,2.0,1.0,50.0,2.0,4166.666666666667
Super built-up  Area,Ready To Move,BEML Layout,1200.0,2.0,2.0,67.0,2.0,5583.333333333333
Super built-up  Area,Ready To Move,Chokkanahalli,1266.67,2.0,0.0,69.0,2.0,5447.3540859103
Super built-up  Area,Ready To Move,Kariyammana Agrahara,1800.0,3.0,2.0,90.0,3.0,5000.0
Plot  Area,Ready To Move,Sector 7 HSR Layout,1200.0,4.0,1.0,275.0,3.0,22916.666666666668
Super built-up  Area,22-Dec,2nd Phase Judicial Layout,1300.0,3.0,2.0,64.0,3.0,4923.076923076923
Plot  Area,Ready To Move,Nirman Layout,800.0,3.0,3.0,60.0,3.0,7500.0
Plot  Area,Ready To Move,Whitefield,4800.0,5.0,2.0,550.0,4.0,11458.333333333334
Super built-up  Area,18-May,Mysore Road,1029.5,2.0,0.0,50.855,2.0,4939.776590577951
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,1128.0,2.0,2.0,40.0,2.0,3546.099290780142
Plot  Area,Ready To Move,NS Palya,2000.0,2.0,1.0,160.0,2.0,8000.0
Super built-up  Area,18-Mar,Panathur,1210.0,2.0,1.0,80.0,2.0,6611.570247933884
Super built-up  Area,18-Jul,Arekere,2710.0,6.0,2.0,142.0,4.0,5239.852398523985
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,1151.0,2.0,2.0,39.0,2.0,3388.3579496090356
Super built-up  Area,19-Jan,Rajaji Nagar,7500.0,8.0,3.0,1700.0,5.0,22666.666666666668
Super built-up  Area,Ready To Move,HOSUR MAIN ROAD,1464.0,3.0,2.0,56.0,3.0,3825.136612021858
Super built-up  Area,Ready To Move,Electronic City,1017.0,2.0,2.0,27.0,2.0,2654.8672566371683
Built-up  Area,Ready To Move,Sarjapur  Road,920.0,2.0,1.0,40.0,2.0,4347.826086956522
Plot  Area,Ready To Move,HRBR Layout,1200.0,3.0,1.0,180.0,4.0,15000.0
Plot  Area,Ready To Move,Nyanappana Halli,1000.0,5.0,2.0,140.0,5.0,14000.0
Super built-up  Area,Ready To Move,Munnekollal,1750.0,3.0,3.0,86.5,3.0,4942.857142857143
Built-up  Area,Ready To Move,Dasanapura,1163.0,2.0,1.0,65.0,2.0,5588.993981083405
Super built-up  Area,Ready To Move,7th Phase JP Nagar,1650.0,3.0,3.0,110.0,3.0,6666.666666666667
Super built-up  Area,Ready To Move,Kundalahalli Colony,1800.0,3.0,3.0,95.0,3.0,5277.777777777777
Super built-up  Area,Ready To Move,CV Raman Nagar,1100.0,2.0,1.0,58.0,2.0,5272.727272727273
Built-up  Area,Ready To Move,R.T. Nagar,1200.0,2.0,2.0,60.0,2.0,5000.0
Super built-up  Area,Ready To Move,Ganga Nagar,1410.0,3.0,2.0,65.0,3.0,4609.929078014185
Super built-up  Area,19-Jun,Begur Road,1933.0,3.0,2.0,98.0,3.0,5069.839627521987
Super built-up  Area,Ready To Move,Begur Road,1200.0,2.0,2.0,45.6,2.0,3800.0
Super built-up  Area,Ready To Move,Whitefield,1608.0,2.0,3.0,63.0,3.0,3917.910447761194
Plot  Area,Ready To Move,Jakkasandra Extension,2679.0,5.0,2.0,280.0,4.0,10451.661067562523
Super built-up  Area,Ready To Move,Horamavu Banaswadi,1156.0,2.0,2.0,46.9,2.0,4057.093425605536
Plot  Area,18-Mar,T.C PALYA,1230.0,2.0,0.0,75.0,2.0,6097.5609756097565
Super built-up  Area,Ready To Move,Kasavanhalli,770.0,1.0,1.0,43.82,1.0,5690.909090909091
Super built-up  Area,Ready To Move,Ardendale,1777.26,3.0,2.0,105.0,3.0,5907.970696465346
Super built-up  Area,Ready To Move,Kanakpura Road,1339.0,2.0,2.0,85.0,2.0,6348.020911127707
Built-up  Area,18-Mar,Sarjapur  Road,3044.0,3.0,2.0,183.0,3.0,6011.826544021025
Built-up  Area,Ready To Move,Chennappa Layout,1080.0,2.0,2.0,44.8,2.0,4148.148148148148
Carpet  Area,Ready To Move,Doddabommasandra,3150.0,5.0,2.0,145.0,8.0,4603.174603174603
Plot  Area,Ready To Move,Nagadevanahalli,2400.0,2.0,2.0,135.0,2.0,5625.0
Built-up  Area,Ready To Move,Hulimavu,1450.0,3.0,3.0,72.0,3.0,4965.517241379311
Super built-up  Area,18-Mar,Kothanur,1075.0,2.0,2.0,53.0,2.0,4930.232558139535
Super built-up  Area,Ready To Move,Sarjapur  Road,1163.0,2.0,2.0,62.0,3.0,5331.04041272571
Built-up  Area,Ready To Move,TC Palaya,1200.0,2.0,0.0,65.0,2.0,5416.666666666667
Plot  Area,Ready To Move,Kattigenahalli,1200.0,8.0,1.0,135.0,8.0,11250.0
Plot  Area,Ready To Move,Marathahalli,3090.0,4.0,2.0,325.0,4.0,10517.79935275081
Built-up  Area,Ready To Move,Hebbal,1299.0,2.0,1.0,100.0,2.0,7698.229407236336
Built-up  Area,18-Dec,Electronic City,1130.0,2.0,1.0,32.63,2.0,2887.610619469027
Super built-up  Area,Ready To Move,HRBR Layout,1170.0,2.0,2.0,75.0,2.0,6410.25641025641
Super built-up  Area,18-Mar,JP Nagar,2195.0,2.0,2.0,152.0,3.0,6924.829157175399
Super built-up  Area,Ready To Move,Yelahanka,2600.0,4.0,3.0,175.0,4.0,6730.7692307692305
Super built-up  Area,Ready To Move,KR Puram,1140.0,2.0,1.0,43.32,2.0,3800.0
Super built-up  Area,Ready To Move,Kanakpura Road,1900.0,3.0,3.0,125.0,3.0,6578.9473684210525
Built-up  Area,18-Jul,Bommasandra Industrial Area,1090.0,2.0,1.0,31.48,2.0,2888.0733944954127
Super built-up  Area,Ready To Move,Electronic City,1110.0,2.0,1.0,39.95,2.0,3599.0990990990995
Super built-up  Area,18-Jan,Nagavarapalya,705.0,1.0,1.0,57.0,1.0,8085.106382978724
Super built-up  Area,Ready To Move,HBR Layout,1089.0,2.0,1.0,60.0,2.0,5509.641873278237
Plot  Area,Ready To Move,tc.palya,880.0,2.0,1.0,48.0,2.0,5454.545454545455
Built-up  Area,Ready To Move,Kereguddadahalli,1080.0,2.0,2.0,32.0,2.0,2962.962962962963
Super built-up  Area,18-Feb,Thanisandra,1093.0,2.0,1.0,68.1,2.0,6230.558096980786
